CaseID,Duration,B2,B7_a,B7_b,D1A,D1E,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h
369,972,doing okay,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
370,1143,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
371,1201,just getting by,good,good,no,yes,no,no,yes,no,no,no,no,no
372,988,finding it difficult to get by,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
373,954,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
374,431307,doing okay,good,only fair,yes,yes,no,yes,yes,yes,no,yes,no,no
375,53531,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
376,1253,just getting by,good,only fair,yes,yes,no,no,no,no,no,no,no,yes
377,850,just getting by,good,good,yes,no,no,no,yes,no,no,no,no,no
378,797,doing okay,excellent,only fair,no,no,yes,no,yes,no,no,no,no,no
379,472,living comfortably,excellent,excellent,yes,no,no,no,no,no,no,no,no,yes
380,1538,doing okay,poor,poor,yes,yes,no,no,yes,no,no,no,no,no
381,3294,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
382,1200,living comfortably,good,excellent,no,no,yes,no,yes,no,no,no,no,no
383,705,doing okay,good,only fair,no,yes,no,no,yes,no,no,no,no,no
384,1026,living comfortably,good,good,yes,no,no,no,no,no,no,no,no,yes
385,905,doing okay,poor,good,yes,no,no,no,yes,no,no,no,no,no
386,1101,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
387,1597,doing okay,only fair,only fair,no,yes,no,no,no,no,no,no,yes,no
388,976,living comfortably,only fair,good,no,no,yes,no,yes,no,no,no,no,no
389,890,finding it difficult to get by,good,good,yes,yes,no,no,no,no,no,no,no,yes
390,1157,just getting by,good,good,yes,yes,yes,no,yes,no,no,no,no,no
391,1122,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
392,2615,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
393,1093,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
394,702,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
395,421494,doing okay,good,good,yes,no,yes,no,yes,no,yes,no,no,no
396,1091,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
397,1256,doing okay,good,only fair,no,no,yes,no,yes,no,no,no,no,no
398,1348,doing okay,good,excellent,yes,no,yes,no,no,no,no,no,no,no
399,1294,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
400,1978,doing okay,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
401,1372,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
402,864,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
403,775,just getting by,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
404,717,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
405,1043,doing okay,only fair,good,no,no,yes,no,no,no,no,no,no,no
406,9151,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
407,1069,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
408,8226,doing okay,good,only fair,no,no,no,no,no,no,no,no,no,yes
409,937,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
410,1161,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
411,649,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,yes
412,786,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
413,668,living comfortably,good,excellent,no,no,yes,no,no,no,no,no,no,no
414,3621,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
415,819,finding it difficult to get by,poor,poor,yes,yes,no,no,yes,no,no,no,no,no
416,1177,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
417,1005,living comfortably,good,excellent,yes,no,no,no,yes,no,no,no,no,no
418,1179,just getting by,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
419,1398,doing okay,good,only fair,no,no,no,yes,no,no,no,no,no,no
420,1141,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
421,57378,finding it difficult to get by,only fair,good,yes,yes,no,no,no,no,no,no,no,yes
422,3259,living comfortably,good,good,yes,no,no,no,yes,no,yes,no,no,no
423,2094,doing okay,good,only fair,yes,yes,no,yes,yes,no,yes,no,yes,no
424,694,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
425,729,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
426,1572,just getting by,excellent,excellent,yes,no,no,yes,no,no,no,no,no,no
427,792,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
428,947,doing okay,only fair,only fair,no,yes,no,yes,no,no,no,no,no,no
429,2232,living comfortably,good,good,yes,no,no,yes,no,no,no,no,no,no
430,2622,doing okay,good,good,yes,yes,no,no,no,no,no,no,no,yes
431,33943,living comfortably,good,good,yes,yes,yes,no,yes,no,no,no,no,no
432,1393,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
433,777,doing okay,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
434,1326,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
435,1397,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
436,710,doing okay,only fair,only fair,no,no,no,no,no,no,no,no,yes,no
437,799,living comfortably,good,good,no,yes,yes,no,no,no,no,no,no,no
438,673,living comfortably,good,good,yes,no,no,no,no,no,no,no,no,yes
439,963,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
440,765,finding it difficult to get by,poor,only fair,yes,yes,no,no,yes,no,no,no,no,no
441,752,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
442,1791,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
443,652,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
444,1197,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
445,1109,living comfortably,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
446,81077,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
447,9326,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
448,2891,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
449,858,doing okay,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
450,6554,doing okay,good,good,no,no,no,yes,no,no,no,no,no,no
451,911,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
452,48249,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
453,1497,finding it difficult to get by,good,good,yes,yes,no,no,no,no,yes,no,yes,no
454,927,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
455,937,doing okay,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
456,766,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
457,850,just getting by,only fair,only fair,yes,yes,no,no,no,no,yes,no,no,no
458,128998,finding it difficult to get by,good,good,yes,no,no,no,yes,no,no,no,no,no
459,1940,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
460,982,just getting by,good,only fair,yes,yes,no,yes,no,no,no,no,no,no
461,677,finding it difficult to get by,only fair,only fair,no,yes,no,yes,no,no,no,no,no,no
462,602,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
463,1087,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
464,819,living comfortably,good,only fair,no,no,yes,no,yes,no,no,no,no,no
465,3480,living comfortably,excellent,only fair,yes,no,yes,no,yes,no,no,no,no,no
466,847,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
467,1269,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
468,801,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
469,692,doing okay,only fair,poor,no,no,no,no,yes,no,no,no,no,no
470,611,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
471,936,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
472,1534,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
473,1135,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
474,1299,just getting by,poor,poor,yes,no,no,no,yes,no,no,no,no,no
475,1326,doing okay,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
476,839,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
477,891,just getting by,good,only fair,yes,no,no,no,yes,no,no,no,no,no
478,1066,finding it difficult to get by,only fair,only fair,yes,yes,no,no,no,no,yes,no,yes,no
479,637,just getting by,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
480,1118,finding it difficult to get by,good,good,no,no,no,yes,no,no,no,no,no,no
481,749,doing okay,excellent,excellent,yes,yes,no,no,yes,no,no,no,no,no
482,1044,doing okay,good,good,yes,no,no,yes,no,no,yes,no,yes,no
483,1759,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
484,1043,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
485,1174,doing okay,good,good,yes,yes,yes,no,yes,no,no,no,no,no
486,741,just getting by,poor,only fair,yes,yes,no,yes,no,no,no,no,no,no
487,1432,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
488,880,finding it difficult to get by,only fair,good,yes,yes,no,no,no,yes,no,no,no,no
489,2017,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
490,807,living comfortably,only fair,good,yes,no,yes,no,no,no,no,no,no,no
491,4894,just getting by,only fair,poor,no,no,no,yes,no,no,no,no,no,no
492,54787,living comfortably,good,good,no,no,yes,yes,yes,no,no,no,no,no
493,947,finding it difficult to get by,only fair,good,yes,yes,no,no,no,no,yes,no,no,yes
494,1330,doing okay,poor,excellent,no,no,no,no,yes,no,no,no,no,no
495,1501,just getting by,good,only fair,no,no,no,yes,yes,yes,no,no,no,no
496,524,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
497,1585,doing okay,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
498,1257,doing okay,good,only fair,yes,yes,yes,yes,yes,no,no,no,no,no
499,1155,living comfortably,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
500,978,living comfortably,excellent,good,no,no,yes,no,yes,no,no,no,no,no
501,1356,just getting by,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
502,696,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
503,792,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
504,2383,finding it difficult to get by,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
505,576,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
506,696,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
507,1124,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
508,1246,living comfortably,only fair,good,yes,no,yes,no,yes,no,no,no,no,no
509,1384,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
510,1826,living comfortably,good,excellent,yes,no,no,no,yes,no,no,no,no,no
511,5584,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
512,1028,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
513,971,just getting by,only fair,poor,yes,no,no,no,yes,no,no,no,no,no
514,2188,doing okay,only fair,only fair,no,no,yes,yes,yes,no,no,no,no,no
515,629,living comfortably,excellent,excellent,no,yes,yes,no,no,no,no,no,no,no
516,3126,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
517,722,just getting by,good,good,no,no,no,no,no,no,no,no,no,yes
518,1237,finding it difficult to get by,poor,poor,yes,no,no,no,no,no,no,no,no,yes
519,648,living comfortably,excellent,poor,yes,no,yes,no,no,no,no,no,no,no
520,1107,just getting by,good,only fair,yes,yes,no,yes,no,no,no,no,no,no
521,1071,living comfortably,good,excellent,no,no,yes,no,no,no,no,no,no,no
522,1422,living comfortably,excellent,good,no,no,yes,no,yes,no,no,no,no,no
523,1087,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
524,1109,doing okay,good,only fair,no,no,yes,no,no,no,no,no,no,no
525,1083,doing okay,only fair,good,no,no,no,no,yes,no,no,no,no,no
526,779,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
527,965,doing okay,good,good,no,yes,no,no,yes,no,no,no,yes,no
528,582,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
529,609,doing okay,good,good,yes,yes,no,no,no,no,yes,no,no,no
530,851,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
531,1414,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
532,964,just getting by,good,good,yes,no,no,yes,no,no,no,no,no,no
533,752,just getting by,good,good,yes,yes,yes,no,no,no,no,no,no,no
534,3219,just getting by,good,good,no,no,no,no,yes,no,no,no,no,no
535,2197,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
536,927,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
537,1282,doing okay,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
538,1091,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
539,1038,living comfortably,only fair,poor,yes,no,no,no,yes,no,no,no,no,no
540,1062,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
541,727,doing okay,good,only fair,yes,no,no,yes,no,no,no,no,no,no
542,1276,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
544,934,just getting by,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
545,847,finding it difficult to get by,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
546,970,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
547,647,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
548,1613,doing okay,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
549,1189,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
550,857,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
551,1058,living comfortably,poor,poor,yes,no,no,no,yes,no,no,no,no,no
552,1298,finding it difficult to get by,only fair,only fair,yes,yes,no,yes,no,yes,yes,no,yes,yes
553,851,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
554,772,doing okay,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
555,1066,living comfortably,excellent,good,yes,no,no,no,yes,no,no,no,no,no
556,861,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
557,672,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
558,515,just getting by,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
559,2060,living comfortably,excellent,good,yes,yes,yes,no,no,no,no,no,no,no
560,877,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
561,870,just getting by,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
562,1077,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
563,1092,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
564,665,doing okay,good,good,yes,no,no,yes,no,no,no,no,no,no
566,1530,doing okay,only fair,poor,no,no,yes,no,no,no,no,no,no,no
567,542,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
568,865,living comfortably,excellent,good,no,no,yes,no,yes,no,no,no,no,no
569,742,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
570,3143,doing okay,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
571,856,just getting by,excellent,excellent,no,no,yes,no,yes,no,no,no,no,no
572,1362,living comfortably,good,excellent,no,no,yes,no,yes,no,no,no,no,no
573,496,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
574,690,just getting by,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
575,905,doing okay,good,good,yes,,no,no,yes,no,no,no,no,no
576,1889,doing okay,good,only fair,no,no,no,yes,no,no,no,no,no,no
577,1814,doing okay,only fair,poor,yes,no,no,no,yes,no,no,no,no,no
578,3634,just getting by,only fair,poor,yes,no,no,no,yes,no,no,no,no,no
579,1230,living comfortably,good,excellent,no,no,yes,no,no,no,no,no,no,no
580,1376,living comfortably,excellent,excellent,no,no,no,no,yes,no,no,no,no,no
581,844,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
582,1222,living comfortably,only fair,poor,yes,yes,yes,no,no,no,no,no,no,no
583,980,doing okay,good,excellent,yes,no,yes,no,yes,no,no,no,no,no
584,893,just getting by,poor,poor,yes,yes,yes,no,no,no,no,no,no,no
585,864,living comfortably,excellent,good,yes,no,yes,no,yes,no,no,no,no,no
586,1999,just getting by,good,only fair,no,yes,no,no,yes,no,no,no,no,no
587,925,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
588,1403,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
589,1113,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
590,1655,living comfortably,excellent,poor,no,no,no,no,yes,no,no,no,no,no
591,806,living comfortably,only fair,good,yes,no,no,no,yes,no,no,no,no,no
592,1842,doing okay,only fair,only fair,no,yes,yes,no,yes,no,no,no,yes,no
593,488,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
594,918,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
595,5341,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
596,776,just getting by,good,good,no,yes,no,no,yes,no,yes,no,yes,no
597,2075,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
598,873,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
599,1061,just getting by,good,good,yes,no,no,no,yes,no,no,no,no,no
600,14739,just getting by,good,good,yes,no,no,yes,no,no,no,no,no,no
601,1304,doing okay,good,good,no,yes,yes,no,no,no,no,no,no,no
602,1699,doing okay,good,good,no,no,yes,no,yes,no,no,no,no,no
603,867,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
604,846,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
605,66447,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
606,1508,just getting by,good,good,yes,no,no,no,yes,no,no,no,no,no
607,3233,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
608,1497,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
609,2190,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
610,1425,just getting by,good,good,no,yes,no,yes,no,no,no,no,no,no
611,1406,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
612,2105,doing okay,good,excellent,yes,no,no,no,yes,no,no,no,no,no
613,1124,living comfortably,excellent,good,no,no,no,no,yes,no,no,no,no,no
614,985,doing okay,good,excellent,yes,no,yes,no,no,no,no,no,no,no
615,2547,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
616,1220,living comfortably,only fair,poor,no,no,yes,no,no,no,no,no,no,no
617,1883,doing okay,good,good,no,yes,no,yes,no,no,no,no,no,yes
618,923,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
619,823,living comfortably,excellent,excellent,yes,no,yes,no,yes,no,no,no,no,no
620,118376,living comfortably,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
621,739,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
622,1558,just getting by,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
623,570,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
624,879,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
625,1212,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
626,1925,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
627,479843,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
628,719,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
629,924,living comfortably,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
630,1690,just getting by,only fair,poor,no,no,no,yes,yes,no,no,no,yes,no
631,1164,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
632,2142,doing okay,only fair,poor,yes,yes,yes,no,yes,no,no,no,no,no
633,18491,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
634,434,doing okay,excellent,only fair,yes,no,yes,no,no,no,no,no,no,no
635,1426,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
636,1596,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
637,1340,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
638,1416,doing okay,only fair,poor,no,no,yes,no,yes,no,no,no,no,no
639,1291,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
640,1757,living comfortably,excellent,excellent,yes,yes,no,no,yes,no,no,no,no,no
